Date,Day,Origin Display Name,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
06/19/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2177,1479,3205,,,,3097,2409,3982,1617,1423,1838,2057,1335,3169,,,
06/20/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2609,1723,3949,,,,3812,2776,5235,2094,1513,2898,,,,,,
06/21/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,4325,3328,5619,1920,1496,2464,2333,1414,3847,,,
06/22/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2664,1532,4633,,,,,,,2572,1682,3932,2114,1124,3974,,,
06/23/2017,Friday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1296,1099,1527,,,,,,
06/24/2017,Saturday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,1020,870,1195,922,744,1144,,,,,,
06/25/2017,Sunday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",969,843,1114,,,,,,,1027,914,1152,,,,,,
06/26/2017,Monday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",2387,1678,3394,,,,2671,2236,3190,2460,1818,3328,,,,,,
06/27/2017,Tuesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",1848,1304,2620,,,,,,,1612,1287,2017,,,,,,
06/28/2017,Wednesday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",,,,,,,,,,1832,1391,2411,,,,,,
06/29/2017,Thursday,"Asia Pacific College, 3 Humabon, Makati, Kalakhang Maynila","Circuit Lane, Makati, Metro Manila",3057,2018,4631,,,,4407,3616,5371,2289,1681,3116,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
